mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex,speaker_5_ID,speaker_5_sex,speaker_6_ID,speaker_6_sex,speaker_7_ID,speaker_7_sex,speaker_8_ID,speaker_8_sex,speaker_9_ID,speaker_9_sex,speaker_10_ID,speaker_10_sex
83-11691-0044_5456-62014-0011_3723-171115-0006_2893-139310-0024_150-126112-0030_1963-147036-0022_1898-145702-0004_7312-92432-0015_201-127786-0064_4340-15220-0036,83,F,5456,M,3723,M,2893,M,150,F,1963,F,1898,F,7312,M,201,M,4340,F
1594-135914-0022_2764-36617-0011_6209-34600-0003_8095-274346-0054_3168-173565-0035_3723-171115-0052_7635-105409-0013_78-369-0055_625-132118-0002_7367-86737-0058,1594,M,2764,F,6209,M,8095,M,3168,M,3723,M,7635,F,78,M,625,M,7367,M
3983-5331-0008_332-128985-0044_200-124139-0028_4859-26870-0007_322-124147-0016_7113-86041-0074_3699-19401-0002_1867-154071-0043_5339-14133-0005_1069-133699-0003,3983,F,332,M,200,F,4859,M,322,F,7113,F,3699,M,1867,M,5339,F,1069,F
5390-30102-0018_254-27760-0005_2836-5355-0009_3526-176653-0011_6367-65536-0049_1963-147036-0009_3982-182255-0010_4014-186175-0033_8238-274553-0011_4397-15668-0026,5390,M,254,M,2836,F,3526,F,6367,M,1963,F,3982,F,4014,M,8238,F,4397,M
4018-107338-0028_83-3054-0008_441-130108-0011_7859-102519-0014_2007-149877-0015_3807-4923-0036_8630-305213-0031_8108-274318-0012_118-124588-0011_4014-186176-0042,4018,M,83,F,441,F,7859,F,2007,F,3807,M,8630,M,8108,M,118,M,4014,M
2384-152900-0029_4014-186175-0001_83-11691-0003_6476-96661-0002_6836-61803-0017_27-123349-0016_6454-93938-0031_5652-19215-0050_1116-137572-0035_4137-11701-0031,2384,M,4014,M,83,F,6476,F,6836,M,27,M,6454,M,5652,F,1116,F,4137,F
3235-28433-0019_2764-36619-0011_887-123291-0033_201-127786-0080_103-1241-0032_6818-68772-0016_39-121914-0006_587-41611-0027_5867-48852-0089_8747-293952-0043,3235,F,2764,F,887,F,201,M,103,F,6818,F,39,F,587,F,5867,F,8747,M
5192-19396-0011_311-124404-0120_5456-62043-0038_4441-76250-0003_250-142276-0019_1737-148989-0037_32-21634-0005_1235-135883-0035_8051-295385-0015_3486-166446-0018,5192,M,311,M,5456,M,4441,M,250,F,1737,F,32,F,1235,M,8051,F,3486,M
5703-47198-0040_19-227-0056_696-93314-0014_446-123502-0035_3168-173565-0021_1723-141149-0018_2843-152918-0065_7178-34645-0023_2007-132570-0044_233-134440-0012,5703,M,19,F,696,F,446,M,3168,M,1723,M,2843,M,7178,F,2007,F,233,M
3112-9555-0069_2764-36616-0032_6081-41998-0000_911-128684-0058_7794-295947-0043_1594-135914-0084_8770-295463-0015_5688-41232-0029_5561-41616-0028_4051-11218-0025,3112,F,2764,F,6081,M,911,M,7794,F,1594,M,8770,M,5688,F,5561,F,4051,F
322-124147-0019_441-128988-0018_6000-55211-0052_5339-14134-0012_6531-61334-0105_3486-166424-0048_403-128339-0019_2391-145015-0076_1088-134315-0022_2196-174172-0026,322,F,441,F,6000,F,5339,F,6531,F,3486,M,403,F,2391,F,1088,F,2196,F
3607-29116-0023_4088-158077-0098_8975-270782-0022_909-131045-0033_2416-152139-0070_8419-293473-0017_254-27760-0010_6818-68772-0009_2911-15045-0021_311-124404-0072,3607,M,4088,F,8975,F,909,M,2416,F,8419,M,254,M,6818,F,2911,M,311,M
3982-178459-0034_4397-15668-0032_3664-178366-0009_6818-76332-0025_4788-294466-0001_403-126855-0018_3607-29116-0003_8098-275181-0022_7190-90543-0021_7067-76048-0021,3982,F,4397,M,3664,M,6818,F,4788,M,403,F,3607,M,8098,M,7190,M,7067,M
254-27760-0018_7800-283492-0040_302-123504-0032_118-47824-0006_1578-6379-0008_4680-16042-0015_226-131533-0026_6818-76332-0027_587-41611-0003_5678-43301-0017,254,M,7800,F,302,F,118,M,1578,F,4680,F,226,F,6818,F,587,F,5678,M
4362-15663-0068_7780-274562-0016_5104-33407-0032_2436-2476-0028_254-145458-0007_163-121908-0006_2843-152918-0105_2416-152139-0039_4137-11701-0046_4397-15666-0018,4362,F,7780,F,5104,M,2436,M,254,M,163,M,2843,M,2416,F,4137,F,4397,M
1737-142396-0017_302-123523-0035_2391-145015-0062_8312-279791-0009_2817-142380-0027_5703-47198-0020_887-123291-0015_7178-34644-0039_7505-83618-0020_2182-150130-0031,1737,F,302,F,2391,F,8312,F,2817,F,5703,M,887,F,7178,F,7505,M,2182,F
5049-25947-0039_1926-147987-0000_6848-252322-0008_6563-63821-0028_8123-275193-0016_5022-29405-0034_2952-407-0025_150-126107-0027_4788-294466-0027_4014-186183-0012,5049,M,1926,F,6848,M,6563,M,8123,F,5022,F,2952,M,150,F,4788,M,4014,M
887-123289-0025_2518-154825-0053_8425-292520-0015_6209-34601-0010_2007-149877-0042_8419-293473-0015_8238-274553-0045_211-122425-0045_4481-17499-0026_2989-138028-0050,887,F,2518,M,8425,M,6209,M,2007,F,8419,M,8238,F,211,F,4481,F,2989,F
6818-76332-0056_1098-133695-0074_150-126112-0016_1455-138263-0052_831-130746-0003_6880-216547-0062_7367-86737-0034_3235-11599-0011_5463-39174-0000_1594-135914-0076,6818,F,1098,F,150,F,1455,M,831,M,6880,M,7367,M,3235,F,5463,M,1594,M
441-128982-0028_6078-54007-0001_7113-86041-0006_233-134440-0029_5703-47212-0015_446-123501-0026_7226-86964-0019_1553-140048-0034_5192-19396-0022_2518-154825-0056,441,F,6078,F,7113,F,233,M,5703,M,446,M,7226,M,1553,F,5192,M,2518,M
5393-19218-0058_26-495-0028_2691-156745-0033_3857-182317-0025_1116-137572-0014_6437-66173-0036_2518-154826-0000_4813-248638-0003_6019-3185-0079_5192-19396-0006,5393,F,26,M,2691,F,3857,M,1116,F,6437,M,2518,M,4813,M,6019,M,5192,M
2092-145706-0050_5652-19215-0004_1594-135914-0108_3214-167606-0010_7635-105409-0032_328-129766-0023_1034-121119-0047_625-132112-0013_2843-152918-0017_1970-26100-0001,2092,F,5652,F,1594,M,3214,M,7635,F,328,F,1034,M,625,M,2843,M,1970,F
7113-86041-0019_2893-139310-0036_7278-104730-0030_5393-19218-0036_1263-141777-0021_4859-29340-0009_2518-154826-0015_3857-182317-0021_6454-120342-0019_4406-16883-0003,7113,F,2893,M,7278,M,5393,F,1263,F,4859,M,2518,M,3857,M,6454,M,4406,M
307-127535-0019_7226-86964-0023_6437-66173-0051_7178-34644-0065_6064-56168-0005_839-130898-0086_730-358-0011_8975-270782-0012_298-126791-0041_3436-172162-0019,307,M,7226,M,6437,M,7178,F,6064,F,839,M,730,F,8975,F,298,F,3436,M
6209-34600-0021_426-122821-0022_4406-16883-0047_7264-92314-0025_328-129766-0003_7800-283492-0014_7402-90848-0011_5393-19219-0011_3947-13262-0004_2764-36616-0024,6209,M,426,F,4406,M,7264,M,328,F,7800,F,7402,M,5393,F,3947,F,2764,F
5192-19397-0082_7635-105409-0055_1081-125237-0040_1116-137572-0006_1069-133699-0048_19-227-0024_2159-179157-0031_7402-59171-0029_4267-78186-0031_6019-3185-0111,5192,M,7635,F,1081,M,1116,F,1069,F,19,F,2159,M,7402,M,4267,M,6019,M
3242-67153-0031_7800-283493-0027_6367-74004-0006_6078-54007-0020_118-47824-0041_83-9960-0023_226-131533-0020_1455-134435-0044_1098-133695-0086_198-126831-0037,3242,M,7800,F,6367,M,6078,F,118,M,83,F,226,F,1455,M,1098,F,198,F
211-122442-0014_40-222-0068_7302-86815-0046_39-121916-0017_403-128339-0007_441-128982-0017_7059-77900-0001_1963-142776-0004_118-121721-0003_7367-86737-0063,211,F,40,F,7302,F,39,F,403,F,441,F,7059,F,1963,F,118,M,7367,M
5789-57158-0010_625-132118-0043_1594-135914-0114_5867-48852-0040_1088-134318-0009_4788-94904-0009_446-123501-0057_8088-284756-0118_8051-295385-0023_8580-287364-0009,5789,F,625,M,1594,M,5867,F,1088,F,4788,M,446,M,8088,M,8051,F,8580,M
7505-258958-0003_7800-283478-0009_625-132118-0035_6272-70171-0021_460-172359-0085_8123-275193-0022_8063-274116-0040_1098-133695-0014_1926-147979-0028_3526-175658-0015,7505,M,7800,F,625,M,6272,F,460,M,8123,F,8063,M,1098,F,1926,F,3526,F
8609-283227-0036_2159-179156-0035_7511-102419-0020_7402-90848-0049_311-124404-0023_3830-12535-0017_2002-139469-0016_4406-16883-0001_405-130894-0028_8838-298546-0021,8609,M,2159,M,7511,F,7402,M,311,M,3830,M,2002,M,4406,M,405,M,8838,M
8747-293952-0066_5652-19215-0028_7780-274562-0048_2764-36619-0012_625-132112-0011_254-12312-0013_909-131045-0041_7402-90848-0019_2436-2481-0022_78-369-0054,8747,M,5652,F,7780,F,2764,F,625,M,254,M,909,M,7402,M,2436,M,78,M
4137-11702-0026_1040-133433-0035_2764-36619-0018_1841-150351-0024_8465-246942-0009_6818-76332-0053_103-1241-0035_3374-298025-0019_696-93314-0049_3436-172171-0025,4137,F,1040,M,2764,F,1841,F,8465,F,6818,F,103,F,3374,M,696,F,3436,M
5104-33407-0035_3607-135982-0033_5339-14133-0001_78-368-0016_6563-285357-0010_1447-130551-0019_32-4137-0015_8770-295463-0013_4640-19188-0007_150-126107-0005,5104,M,3607,M,5339,F,78,M,6563,M,1447,F,32,F,8770,M,4640,F,150,F
4859-26870-0019_4406-16883-0008_6437-66172-0003_696-92939-0004_4297-13006-0000_226-122538-0005_3240-131232-0011_1594-135914-0092_332-128985-0073_5049-25947-0106,4859,M,4406,M,6437,M,696,F,4297,F,226,F,3240,M,1594,M,332,M,5049,M
2196-170151-0024_1624-142933-0038_7859-102519-0005_5456-62043-0024_8419-293469-0019_7447-91186-0022_1723-141149-0019_8108-274318-0048_403-126855-0017_3607-135982-0051,2196,F,1624,M,7859,F,5456,M,8419,M,7447,M,1723,M,8108,M,403,F,3607,M
460-172359-0044_7067-76047-0041_8108-274318-0033_4397-15678-0008_1034-121119-0016_8580-287363-0005_1723-141149-0015_1624-168623-0052_39-121915-0005_4481-17498-0041,460,M,7067,M,8108,M,4397,M,1034,M,8580,M,1723,M,1624,M,39,F,4481,F
7226-86964-0021_83-11691-0017_3214-167607-0028_8063-274112-0035_6836-61803-0013_1624-142933-0010_3982-182255-0021_7059-88364-0006_8797-294123-0040_5192-19396-0026,7226,M,83,F,3214,M,8063,M,6836,M,1624,M,3982,F,7059,F,8797,M,5192,M
2518-154825-0055_8425-287387-0011_8095-274346-0037_426-122822-0009_3374-298032-0026_3879-174923-0024_4051-11218-0054_8063-274115-0032_1970-28415-0028_7148-82991-0035,2518,M,8425,M,8095,M,426,F,3374,M,3879,F,4051,F,8063,M,1970,F,7148,F
2952-410-0052_229-130880-0020_289-121665-0044_4214-7146-0012_1081-125237-0012_3830-12530-0042_4441-76263-0014_1867-154075-0030_445-123857-0031_1970-28415-0010,2952,M,229,M,289,F,4214,F,1081,M,3830,M,4441,M,1867,M,445,M,1970,F
6925-80680-0009_3699-19401-0017_5022-29411-0034_8630-305212-0030_8838-298546-0035_125-121342-0016_1867-154075-0037_5703-47198-0026_458-126305-0018_7635-105409-0060,6925,M,3699,M,5022,F,8630,M,8838,M,125,F,1867,M,5703,M,458,M,7635,F
2989-138028-0051_198-126831-0025_5456-62043-0014_1502-122615-0005_3436-172162-0036_1926-143879-0023_7278-246956-0009_8629-261139-0025_5463-39173-0034_1963-142776-0025,2989,F,198,F,5456,M,1502,F,3436,M,1926,F,7278,M,8629,M,5463,M,1963,F
27-124992-0004_2136-5140-0000_7078-271888-0030_481-123720-0021_8770-295463-0021_5688-15787-0006_4813-248641-0023_226-131532-0024_307-127539-0036_8312-279791-0001,27,M,2136,M,7078,F,481,M,8770,M,5688,F,4813,M,226,F,307,M,8312,F
8063-274112-0006_6209-34601-0024_3440-171009-0055_4297-13006-0014_3259-158083-0087_3879-174923-0072_8324-286682-0043_4362-15663-0049_3947-13260-0022_4406-16882-0021,8063,M,6209,M,3440,F,4297,F,3259,F,3879,F,8324,F,4362,F,3947,F,4406,M
3983-5331-0013_6563-63821-0040_2843-152918-0056_4014-186176-0016_4297-13006-0015_4088-158077-0050_5750-35690-0031_332-128985-0078_7113-86041-0042_2910-131096-0031,3983,F,6563,M,2843,M,4014,M,4297,F,4088,F,5750,M,332,M,7113,F,2910,F
89-218-0002_8580-287364-0029_6563-285357-0026_2843-152918-0060_1034-121119-0004_5808-48608-0045_8051-119902-0002_7511-102419-0007_8468-295198-0033_2384-152900-0087,89,F,8580,M,6563,M,2843,M,1034,M,5808,M,8051,F,7511,F,8468,F,2384,M
446-123501-0058_481-123720-0018_8123-275216-0025_27-124992-0029_2289-152258-0018_2391-145015-0013_6880-216547-0053_2893-139322-0024_6147-34607-0032_322-124146-0003,446,M,481,M,8123,F,27,M,2289,M,2391,F,6880,M,2893,M,6147,F,322,F
1116-132847-0013_5789-70653-0020_412-126975-0031_6209-34601-0018_2952-410-0011_7635-105409-0033_4018-107312-0034_7517-100442-0030_1737-148989-0006_5022-29405-0025,1116,F,5789,F,412,M,6209,M,2952,M,7635,F,4018,M,7517,F,1737,F,5022,F
5192-19397-0029_8770-295465-0031_911-128684-0053_198-129977-0003_3857-182315-0012_5750-100289-0072_5163-18515-0016_6000-86686-0003_3374-298025-0009_7264-92310-0018,5192,M,8770,M,911,M,198,F,3857,M,5750,M,5163,F,6000,F,3374,M,7264,M
7635-105661-0007_3112-9554-0015_7367-86737-0110_1069-133699-0001_1034-121119-0020_909-131044-0012_1246-124548-0047_5514-19192-0041_4830-25898-0042_911-130578-0001,7635,F,3112,F,7367,M,1069,F,1034,M,909,M,1246,F,5514,F,4830,M,911,M
4014-186183-0017_6385-34669-0006_6019-3185-0059_5104-33406-0024_3242-8112-0003_625-132118-0032_311-124404-0040_4362-15663-0050_6078-54013-0004_8063-274115-0026,4014,M,6385,F,6019,M,5104,M,3242,M,625,M,311,M,4362,F,6078,F,8063,M
887-123291-0027_307-127535-0026_831-130739-0000_4680-16042-0013_412-126975-0045_198-129977-0010_1363-135842-0022_7178-34644-0048_458-126294-0002_7447-91187-0035,887,F,307,M,831,M,4680,F,412,M,198,F,1363,F,7178,F,458,M,7447,M
6437-66172-0022_2910-131096-0076_1963-147036-0028_7447-91186-0042_669-129061-0012_3374-298025-0004_254-145458-0003_5390-24512-0022_1841-150351-0001_4014-186179-0033,6437,M,2910,F,1963,F,7447,M,669,F,3374,M,254,M,5390,M,1841,F,4014,M
89-218-0019_5703-47212-0022_4406-16882-0036_40-222-0049_5688-41232-0052_1081-125237-0059_8324-286681-0006_1455-134435-0038_1069-133699-0022_1363-139304-0005,89,F,5703,M,4406,M,40,F,5688,F,1081,M,8324,F,1455,M,1069,F,1363,F
6531-61334-0130_1743-142914-0006_4481-17499-0032_7264-92316-0000_4813-248638-0041_1970-10594-0043_2893-139310-0017_163-122947-0016_1098-133695-0032_1081-125237-0027,6531,F,1743,M,4481,F,7264,M,4813,M,1970,F,2893,M,163,M,1098,F,1081,M
412-126975-0041_5390-30096-0002_3723-171631-0011_2989-138028-0043_4830-25904-0047_201-127786-0078_4014-186175-0009_8797-294123-0068_2007-132570-0043_7067-76047-0024,412,M,5390,M,3723,M,2989,F,4830,M,201,M,4014,M,8797,M,2007,F,7067,M
8419-293473-0000_125-121124-0061_4195-186238-0022_7780-274562-0059_5104-33406-0059_6529-62554-0009_1992-141719-0045_6531-61334-0039_625-132112-0008_3259-158083-0025,8419,M,125,F,4195,F,7780,F,5104,M,6529,M,1992,F,6531,F,625,M,3259,F
3436-172171-0018_6181-216552-0028_19-227-0068_5390-30096-0022_5192-19397-0081_4830-25904-0014_625-132112-0036_7190-90542-0028_7794-295947-0007_3112-9555-0057,3436,M,6181,M,19,F,5390,M,5192,M,4830,M,625,M,7190,M,7794,F,3112,F
7402-59171-0000_3259-158083-0121_7302-86815-0025_2691-156745-0044_5778-54535-0006_200-126784-0018_5750-35690-0029_1447-130551-0002_7148-82991-0007_5808-48608-0010,7402,M,3259,F,7302,F,2691,F,5778,F,200,F,5750,M,1447,F,7148,F,5808,M
6272-70171-0012_150-126107-0038_6147-34607-0028_1743-142914-0027_7511-102420-0033_4088-158077-0038_250-142286-0023_7067-76048-0016_7190-90542-0066_2159-179154-0022,6272,F,150,F,6147,F,1743,M,7511,F,4088,F,250,F,7067,M,7190,M,2159,M
374-180299-0010_2196-170379-0016_5163-18515-0005_4362-15663-0044_328-129766-0072_3526-176653-0037_8063-274116-0022_8123-275216-0023_5561-39621-0027_200-124139-0006,374,M,2196,F,5163,F,4362,F,328,F,3526,F,8063,M,8123,F,5561,F,200,F
4788-91208-0028_5393-19219-0033_6529-62554-0055_6415-116629-0021_2182-181173-0030_3168-173564-0014_4640-19188-0017_39-121916-0000_8108-280359-0021_6000-55211-0013,4788,M,5393,F,6529,M,6415,F,2182,F,3168,M,4640,F,39,F,8108,M,6000,F
3440-171009-0074_5463-39173-0011_426-122819-0005_2518-154826-0047_7447-91187-0005_7511-102420-0016_5393-19219-0054_201-127786-0007_6000-86686-0024_3699-175950-0004,3440,F,5463,M,426,F,2518,M,7447,M,7511,F,5393,F,201,M,6000,F,3699,M
4397-15666-0026_7312-92432-0022_1235-135884-0004_8629-261140-0046_307-127535-0022_6078-54013-0011_7367-86737-0080_250-142276-0000_3242-8112-0012_3486-166424-0032,4397,M,7312,M,1235,M,8629,M,307,M,6078,F,7367,M,250,F,3242,M,3486,M
1116-137572-0048_7859-102519-0018_412-126975-0028_6818-76332-0035_6019-3185-0087_1355-39947-0051_27-123349-0018_1088-134318-0012_7447-91186-0027_909-131045-0019,1116,F,7859,F,412,M,6818,F,6019,M,1355,M,27,M,1088,F,7447,M,909,M
2289-152258-0019_3947-13262-0029_3830-12530-0025_1553-140048-0012_1040-133433-0003_4441-76250-0007_403-128339-0046_4340-15220-0086_6415-100596-0016_1898-145720-0000,2289,M,3947,F,3830,M,1553,F,1040,M,4441,M,403,F,4340,F,6415,F,1898,F
1088-129236-0000_3242-67168-0021_4640-19187-0019_4441-76250-0032_7226-86964-0022_5678-43302-0019_2952-410-0007_1069-133709-0039_7447-91187-0013_7859-102519-0036,1088,F,3242,M,4640,F,4441,M,7226,M,5678,M,2952,M,1069,F,7447,M,7859,F
8838-298545-0010_6000-55211-0024_1594-135914-0077_1246-124548-0011_7505-258964-0011_4160-14187-0017_5456-62043-0020_4018-103416-0030_5750-100289-0086_1723-141149-0063,8838,M,6000,F,1594,M,1246,F,7505,M,4160,F,5456,M,4018,M,5750,M,1723,M
1926-147979-0052_3486-166446-0024_1594-135914-0124_163-122947-0057_3374-298032-0031_5390-30096-0028_3242-67168-0037_1578-140049-0034_7264-92310-0009_1737-142397-0030,1926,F,3486,M,1594,M,163,M,3374,M,5390,M,3242,M,1578,F,7264,M,1737,F
8226-274369-0056_8629-261140-0042_426-122819-0023_4088-158077-0040_7402-59171-0020_6000-86686-0009_3374-298025-0012_5049-25947-0052_2092-145706-0067_5163-39921-0053,8226,M,8629,M,426,F,4088,F,7402,M,6000,F,3374,M,5049,M,2092,F,5163,F
2416-152139-0042_6181-216552-0040_150-132655-0021_200-124139-0025_8797-294123-0033_441-128988-0003_201-122255-0011_2764-36616-0013_911-128684-0022_87-121553-0070,2416,F,6181,M,150,F,200,F,8797,M,441,F,201,M,2764,F,911,M,87,F
5049-25947-0037_3112-9554-0013_1737-142397-0037_6000-55211-0032_374-180299-0045_458-126305-0023_6476-57446-0003_3699-19401-0018_103-1241-0015_7447-91187-0028,5049,M,3112,F,1737,F,6000,F,374,M,458,M,6476,F,3699,M,103,F,7447,M
7302-86815-0075_254-27760-0017_4160-11549-0004_1841-179183-0011_19-227-0053_1867-154071-0038_2196-170379-0027_26-495-0025_39-121914-0007_4830-25898-0028,7302,F,254,M,4160,F,1841,F,19,F,1867,M,2196,F,26,M,39,F,4830,M
4640-19189-0007_3723-171631-0056_1502-122615-0004_1963-142393-0023_103-1240-0019_6818-76332-0010_60-121082-0056_8465-246942-0016_4397-15678-0032_7402-90848-0021,4640,F,3723,M,1502,F,1963,F,103,F,6818,F,60,M,8465,F,4397,M,7402,M
8226-274371-0041_1455-134435-0017_460-172359-0057_1502-122615-0029_5688-15787-0031_8098-278278-0025_5339-14134-0023_4160-11550-0001_60-121082-0073_1363-135842-0040,8226,M,1455,M,460,M,1502,F,5688,F,8098,M,5339,F,4160,F,60,M,1363,F
8312-279790-0024_4853-27670-0021_6272-70168-0012_2764-36617-0010_5652-39938-0063_6147-34607-0018_1355-39947-0075_7278-104730-0012_481-123720-0060_2289-152254-0004,8312,F,4853,F,6272,F,2764,F,5652,F,6147,F,1355,M,7278,M,481,M,2289,M
3436-172162-0029_1743-142912-0023_5456-24741-0020_7517-100437-0005_118-47824-0025_6529-62556-0004_374-180299-0007_60-121082-0047_5867-48852-0048_5022-29411-0068,3436,M,1743,M,5456,M,7517,F,118,M,6529,M,374,M,60,M,5867,F,5022,F
6081-42010-0036_8468-295198-0021_5750-100289-0040_7302-86814-0015_5561-41616-0026_1363-139304-0040_2007-132570-0051_481-123719-0030_211-122442-0034_198-129977-0026,6081,M,8468,F,5750,M,7302,F,5561,F,1363,F,2007,F,481,M,211,F,198,F
2989-138028-0014_730-360-0031_2436-2477-0020_83-9960-0027_6415-100596-0012_6147-34606-0013_2391-145015-0059_8609-262281-0001_6531-61334-0110_6272-70171-0025,2989,F,730,F,2436,M,83,F,6415,F,6147,F,2391,F,8609,M,6531,F,6272,F
8770-295462-0040_669-129061-0042_32-4137-0041_2989-138028-0012_481-123719-0002_8797-294123-0035_1743-142913-0017_1334-135589-0047_7511-102420-0022_2136-5147-0010,8770,M,669,F,32,F,2989,F,481,M,8797,M,1743,M,1334,M,7511,F,2136,M
7190-90543-0025_3440-171009-0079_5652-19215-0056_2911-7601-0015_8226-274369-0010_5339-14134-0010_6529-62556-0044_446-123502-0017_1363-139304-0042_3830-12530-0028,7190,M,3440,F,5652,F,2911,M,8226,M,5339,F,6529,M,446,M,1363,F,3830,M
6454-107462-0037_3235-28452-0005_27-124992-0068_3947-13260-0048_5750-100289-0010_5808-48608-0001_4137-11701-0039_6848-76049-0021_4297-13006-0035_3807-4955-0000,6454,M,3235,F,27,M,3947,F,5750,M,5808,M,4137,F,6848,M,4297,F,3807,M
7264-92310-0032_5778-12761-0008_6367-65536-0045_3857-182315-0043_40-222-0015_83-11691-0036_6147-34606-0018_3112-9554-0008_3830-12530-0041_2007-149877-0046,7264,M,5778,F,6367,M,3857,M,40,F,83,F,6147,F,3112,F,3830,M,2007,F
446-123501-0044_6415-116629-0024_7859-102519-0037_6437-66173-0030_374-180299-0017_4051-10927-0006_1841-159771-0040_3168-173564-0037_4859-29340-0005_2391-145015-0007,446,M,6415,F,7859,F,6437,M,374,M,4051,F,1841,F,3168,M,4859,M,2391,F
4160-11549-0034_5652-39938-0049_8975-270782-0066_4051-11217-0020_5339-14134-0076_4853-27671-0024_4018-103416-0033_1034-121119-0075_4267-78186-0003_8098-275181-0000,4160,F,5652,F,8975,F,4051,F,5339,F,4853,F,4018,M,1034,M,4267,M,8098,M
3259-158083-0006_6181-216552-0061_87-121553-0084_2764-36617-0022_6476-57446-0052_2910-131096-0060_8098-278252-0028_8425-287387-0028_911-128684-0006_302-123504-0019,3259,F,6181,M,87,F,2764,F,6476,F,2910,F,8098,M,8425,M,911,M,302,F
4813-248638-0036_1553-140047-0019_6848-252322-0018_2989-138028-0055_3436-172162-0018_5789-70653-0032_5750-100289-0008_3374-298026-0028_8312-279791-0045_4014-186183-0020,4813,M,1553,F,6848,M,2989,F,3436,M,5789,F,5750,M,3374,M,8312,F,4014,M
1502-122619-0055_5561-41616-0011_254-12312-0002_3723-171115-0025_5463-39174-0040_7367-86737-0009_1970-10594-0032_4640-19187-0024_2691-156745-0043_8630-305212-0022,1502,F,5561,F,254,M,3723,M,5463,M,7367,M,1970,F,4640,F,2691,F,8630,M
8051-295385-0036_1069-133699-0008_8580-287364-0013_2911-7601-0032_4018-103416-0035_2514-149482-0036_7635-105409-0043_6272-70171-0008_229-130880-0017_2182-181173-0011,8051,F,1069,F,8580,M,2911,M,4018,M,2514,M,7635,F,6272,F,229,M,2182,F
4813-248641-0048_250-142276-0017_200-124140-0004_2182-181173-0003_2911-7601-0023_8425-291444-0002_6880-216547-0097_8838-298545-0015_4441-76263-0024_4340-15220-0058,4813,M,250,F,200,F,2182,F,2911,M,8425,M,6880,M,8838,M,4441,M,4340,F
1355-39947-0090_696-93314-0042_3526-176651-0015_7190-90542-0017_8108-280354-0027_2910-131096-0016_2893-139322-0048_322-124147-0072_1183-133255-0008_4680-16026-0039,1355,M,696,F,3526,F,7190,M,8108,M,2910,F,2893,M,322,F,1183,F,4680,F
412-126975-0062_7078-271888-0060_5789-57195-0021_3440-171009-0046_7113-86041-0029_332-128985-0025_7226-86965-0033_125-121124-0078_118-121721-0001_6529-62556-0000,412,M,7078,F,5789,F,3440,F,7113,F,332,M,7226,M,125,F,118,M,6529,M
4406-16882-0068_445-123860-0015_839-130898-0069_5022-29411-0036_5808-54425-0010_4160-11549-0036_1594-135914-0111_7517-100437-0010_1841-150351-0003_7178-34644-0056,4406,M,445,M,839,M,5022,F,5808,M,4160,F,1594,M,7517,F,1841,F,7178,F
5514-19193-0011_3857-182317-0014_125-121124-0008_5339-14134-0058_7226-86964-0040_4214-7146-0059_911-128684-0030_3664-178355-0005_5750-100289-0057_8425-246962-0025,5514,F,3857,M,125,F,5339,F,7226,M,4214,F,911,M,3664,M,5750,M,8425,M
460-172359-0030_6848-76049-0029_7511-102419-0028_3240-131231-0063_39-121914-0045_6081-42010-0005_7780-274562-0073_201-127786-0047_1246-124550-0037_5688-41232-0049,460,M,6848,M,7511,F,3240,M,39,F,6081,M,7780,F,201,M,1246,F,5688,F
1553-140047-0014_1502-122619-0093_3947-13262-0035_441-130108-0037_1081-125237-0000_4362-15663-0073_7067-76048-0019_6925-80680-0000_6078-54013-0038_1363-135842-0048,1553,F,1502,F,3947,F,441,F,1081,M,4362,F,7067,M,6925,M,6078,F,1363,F
1867-154075-0024_1970-26100-0011_8468-286673-0033_201-122255-0018_8465-246943-0009_6272-70171-0030_233-134440-0038_1246-124548-0006_26-495-0057_8123-275216-0027,1867,M,1970,F,8468,F,201,M,8465,F,6272,F,233,M,1246,F,26,M,8123,F
7505-258964-0051_4267-287369-0012_7067-76047-0028_2893-139310-0015_696-92939-0003_7367-86737-0102_2989-138028-0073_887-123291-0017_8324-286681-0020_4018-107312-0016,7505,M,4267,M,7067,M,2893,M,696,F,7367,M,2989,F,887,F,8324,F,4018,M
254-127705-0035_1867-148436-0006_8425-291444-0016_6078-54007-0010_1841-179183-0036_2691-156755-0001_6880-216547-0024_8098-278252-0011_3214-167606-0015_8770-295465-0036,254,M,1867,M,8425,M,6078,F,1841,F,2691,F,6880,M,8098,M,3214,M,8770,M
39-121916-0026_201-127786-0043_7178-34645-0009_8747-293952-0000_887-123291-0021_248-130697-0015_198-126831-0004_5867-48852-0074_7113-86041-0012_4788-91208-0011,39,F,201,M,7178,F,8747,M,887,F,248,F,198,F,5867,F,7113,F,4788,M
831-130746-0049_198-129977-0031_2911-12359-0014_7067-76047-0031_78-368-0051_233-155990-0046_6880-216547-0038_2514-149482-0051_587-54108-0029_6925-80680-0044,831,M,198,F,2911,M,7067,M,78,M,233,M,6880,M,2514,M,587,F,6925,M
8770-295465-0032_4397-15678-0041_3168-173565-0016_1867-154075-0001_1034-121119-0048_5390-24512-0037_2911-7601-0011_3214-167602-0020_8425-246962-0021_7178-34644-0025,8770,M,4397,M,3168,M,1867,M,1034,M,5390,M,2911,M,3214,M,8425,M,7178,F
